policy,lambda,cost-exponent,sim-time,avg-srv-time,tasks-srvd,max-wait-time,avg-wait-time,wait-sd,total-travel-distance,avg-agent-dist,avg-task-dist,max-agent-dist,max_queue_len
tsp,0.6,-1.0,1662.1999999986333,4781.226270538627,1000,47.127841347239496,4.781226270538627,4.497075648614081,436.0285704437157,436.0285704437157,0.4360285704437157,436.0285704437157,14
tsp,0.6,-1.0,1668.5099999986276,4816.740085851978,1000,32.35939278662522,4.816740085851977,4.447868750502436,425.71478606819124,425.71478606819124,0.42571478606819124,425.71478606819124,14
tsp,0.6,-1.0,1759.7199999985446,3928.315102834179,1000,29.787401472142164,3.928315102834179,3.4416867519121244,466.4667224322838,466.4667224322838,0.4664667224322838,466.4667224322838,13
tsp,0.6,-1.0,1737.5499999985648,4445.744656633371,1000,31.05511974177307,4.445744656633371,4.02671402559927,450.59233327783437,450.59233327783437,0.4505923332778344,450.59233327783437,16
tsp,0.6,-1.0,1691.159999998607,4302.033117761741,1000,36.3454422600027,4.302033117761741,4.080195689547249,450.22090360852536,450.22090360852536,0.45022090360852535,450.22090360852536,12
tsp,0.7,-1.0,1426.5599999988476,9155.34108904716,1000,67.66018104596151,9.15534108904716,9.821162729692773,356.647415424276,356.647415424276,0.356647415424276,356.647415424276,25
tsp,0.7,-1.0,1432.4999999988422,8811.258645031106,1000,51.26972468813858,8.811258645031106,8.168245250910203,355.63816012108805,355.63816012108805,0.35563816012108806,355.63816012108805,23
tsp,0.7,-1.0,1509.0799999987726,6573.3358024444515,1000,49.96328453203796,6.5733358024444515,6.900438869336883,395.0711326281937,395.0711326281937,0.3950711326281937,395.0711326281937,22
tsp,0.7,-1.0,1490.4199999987895,6803.823991416458,1000,61.075779155976534,6.803823991416458,6.736692713916721,373.70188038743254,373.70188038743254,0.3737018803874325,373.70188038743254,20
tsp,0.7,-1.0,1450.0299999988263,7637.445529525381,1000,85.56839017083416,7.637445529525381,8.073529948811055,372.7393516625166,372.7393516625166,0.3727393516625166,372.7393516625166,23
tsp,0.8,-1.0,1298.3799999989642,42467.81220290156,1000,317.541240669922,42.467812202901555,45.13821755088707,281.42656154553725,281.42656154553725,0.28142656154553725,281.42656154553725,65
tsp,0.8,-1.0,1300.6399999989621,29557.36756439841,1000,235.7019923136893,29.557367564398408,32.38325527245479,285.6450014796162,285.6450014796162,0.2856450014796162,285.6450014796162,51
tsp,0.8,-1.0,1325.8999999989392,18929.20632714391,1000,169.92971941648273,18.929206327143913,19.634705870370524,303.5327513391822,303.5327513391822,0.30353275133918217,303.5327513391822,38
tsp,0.8,-1.0,1316.169999998948,17773.245992495573,1000,102.34724937954763,17.77324599249557,14.796130060428153,288.6026611925839,288.6026611925839,0.28860266119258393,288.6026611925839,34
tsp,0.8,-1.0,1305.8699999989574,26633.78733833313,1000,164.8581706049198,26.633787338333132,24.5055255598003,282.87454461689015,282.87454461689015,0.28287454461689016,282.87454461689015,47
tsp,0.85,-1.0,1290.1099999989717,77264.89560270506,1000,474.5803887913346,77.26489560270505,83.517188598062,276.8184198535836,276.8184198535836,0.2768184198535836,276.8184198535836,113
tsp,0.85,-1.0,1278.879999998982,53714.06888412386,1000,333.2830988372775,53.71406888412386,62.204054342139685,268.033743685974,268.033743685974,0.268033743685974,268.033743685974,97
tsp,0.85,-1.0,1293.139999998969,41917.187719650865,1000,351.4102940688998,41.91718771965086,44.62140361451855,280.7734118764058,280.7734118764058,0.2807734118764058,280.7734118764058,65
tsp,0.85,-1.0,1284.7199999989766,49845.13622820865,1000,277.0477510479129,49.845136228208645,44.2393830725011,264.66517796249,264.66517796249,0.26466517796249,264.66517796249,67
