policy,lambda,cost-exponent,sim-time,avg-srv-time,tasks-srvd,max-wait-time,avg-wait-time,wait-sd,total-travel-distance,avg-agent-dist,avg-task-dist,max-agent-dist,max_queue_len
quad wait tsp,0.6,1.8,1662.1999999986333,4842.366270538577,1000,19.061305345850542,4.842366270538577,3.476737704184782,441.0602767771475,441.0602767771475,0.44106027677714754,441.0602767771475,14
quad wait tsp,0.6,1.8,1668.6199999986275,4783.810085852004,1000,25.756189595171804,4.783810085852004,3.5829721360440034,431.1984419594407,431.1984419594407,0.4311984419594407,431.1984419594407,15
quad wait tsp,0.6,1.8,1759.7199999985446,3849.005102834225,1000,20.07238066606635,3.849005102834225,2.674430682895848,468.71117303080024,468.71117303080024,0.46871117303080023,468.71117303080024,13
quad wait tsp,0.6,1.8,1737.329999998565,4352.494656633452,1000,24.113031962895775,4.352494656633452,3.2186384988322594,454.32408180523566,454.32408180523566,0.45432408180523565,454.32408180523566,15
quad wait tsp,0.6,1.8,1691.159999998607,4185.613117761857,1000,17.173649454733777,4.185613117761857,3.0116141779288057,451.230738723872,451.230738723872,0.451230738723872,451.230738723872,12
quad wait tsp,0.7,1.8,1426.4099999988478,7945.371089048274,1000,40.92808445781827,7.945371089048274,6.151019857481014,351.9415128956454,351.9415128956454,0.3519415128956454,351.9415128956454,22
quad wait tsp,0.7,1.8,1431.7899999988429,7543.008645032236,1000,35.714709545917,7.543008645032236,5.275546845918917,352.1956775147294,352.1956775147294,0.3521956775147294,352.1956775147294,20
quad wait tsp,0.7,1.8,1508.9699999987727,5860.1458024450585,1000,25.91981395864059,5.860145802445058,4.1704170820444695,397.7260241332492,397.7260241332492,0.3977260241332492,397.7260241332492,18
quad wait tsp,0.7,1.8,1490.7299999987893,6749.23399141659,1000,27.052959778683544,6.74923399141659,4.757504505208843,378.92066556013066,378.92066556013066,0.37892066556013065,378.92066556013066,19
quad wait tsp,0.7,1.8,1450.0299999988263,6615.5255295263305,1000,27.825591956637027,6.61552552952633,4.549231168539291,373.9187167585208,373.9187167585208,0.37391871675852084,373.9187167585208,16
quad wait tsp,0.8,1.8,1255.0899999990036,17144.982202924606,1000,53.91065004581628,17.144982202924606,10.466823016369238,237.27580199607291,237.27580199607291,0.23727580199607293,237.27580199607291,37
quad wait tsp,0.8,1.8,1266.4599999989932,15597.517564411097,1000,58.93767020429004,15.597517564411097,9.397253106679036,251.73204751455398,251.73204751455398,0.25173204751455397,251.73204751455398,31
quad wait tsp,0.8,1.8,1326.029999998939,11857.146327150132,1000,37.39335303513258,11.857146327150133,7.4245127586305975,294.21092468614,294.21092468614,0.29421092468614,294.21092468614,29
quad wait tsp,0.8,1.8,1311.3199999989524,12053.595992500648,1000,41.44409888928067,12.053595992500648,7.114919628958548,273.0522156444291,273.0522156444291,0.2730522156444291,273.0522156444291,23
quad wait tsp,0.8,1.8,1279.3999999989815,14805.347338343747,1000,59.500950316177295,14.805347338343747,8.154463598941279,252.43357492350827,252.43357492350827,0.25243357492350826,252.43357492350827,31
quad wait tsp,0.85,1.8,1202.6999999990512,30788.035602747277,1000,82.76362718502378,30.78803560274728,16.644286803848022,189.3369197308597,189.3369197308597,0.1893369197308597,189.3369197308597,52
quad wait tsp,0.85,1.8,1214.1299999990408,25512.03888414944,1000,67.91381890084801,25.51203888414944,15.085506747454646,203.32672094940904,203.32672094940904,0.20332672094940904,203.32672094940904,42
quad wait tsp,0.85,1.8,1251.1899999990071,18282.057719672102,1000,57.77885886888657,18.282057719672103,11.027426187275148,238.46828980495934,238.46828980495934,0.23846828980495935,238.46828980495934,36
quad wait tsp,0.85,1.8,1241.8799999990156,19342.306228236193,1000,55.82045070300876,19.342306228236193,9.45789057330923,221.12653388758685,221.12653388758685,0.22112653388758685,221.12653388758685,33
quad wait tsp,0.85,1.8,1225.1199999990308,23169.823965499996,1000,66.1207922638456,23.169823965499997,12.275144936778775,206.88279582536683,206.88279582536683,0.20688279582536684,206.88279582536683,44
quad wait tsp,0.9,1.8,1175.9099999990756,48336.117513695004,1000,117.23360422908354,48.336117513695,27.414091544771228,162.58933024289183,162.58933024289183,0.16258933024289182,162.58933024289183,73
quad wait tsp,0.9,1.8,1180.4699999990714,40470.920057245305,1000,105.89279414954024,40.4709200572453,23.854803791111593,169.9500601689528,169.9500601689528,0.1699500601689528,169.9500601689528,66
quad wait tsp,0.9,1.8,1199.4199999990542,30239.493401908454,1000,76.99978197434666,30.239493401908454,14.988476756670368,187.32989855933266,187.32989855933266,0.18732989855933266,187.32989855933266,50
quad wait tsp,0.9,1.8,1196.9999999990564,34061.1131044385,1000,79.63583682576143,34.0611131044385,14.81101788354648,177.98250259220433,177.98250259220433,0.17798250259220433,177.98250259220433,52
quad wait tsp,0.9,1.8,1188.4099999990642,36966.7287451881,1000,109.83628283191456,36.9667287451881,21.569926999023732,175.62635929442627,175.62635929442627,0.17562635929442627,175.62635929442627,68
quad wait tsp,0.95,1.8,1162.139999999088,68493.91185506605,1000,179.90719410502118,68.49391185506605,40.86599762078839,148.77438567667437,148.77438567667437,0.14877438567667436,148.77438567667437,105
quad wait tsp,0.95,1.8,1161.9799999990882,58291.55163316886,1000,150.7839361877884,58.291551633168865,35.39342536799335,151.47900809355025,151.47900809355025,0.15147900809355025,151.47900809355025,100
quad wait tsp,0.95,1.8,1174.6399999990767,48477.653222849876,1000,120.29758142575963,48.477653222849874,24.632286369230542,162.50731272723388,162.50731272723388,0.16250731272723387,162.50731272723388,72
quad wait tsp,0.95,1.8,1172.9899999990782,53369.71294103516,1000,117.13915066899403,53.36971294103516,25.66331573292695,155.06658055449736,155.06658055449736,0.15506658055449737,155.06658055449736,74
