policy,lambda,cost-exponent,sim-time,avg-srv-time,tasks-srvd,max-wait-time,avg-wait-time,wait-sd,total-travel-distance,avg-agent-dist,avg-task-dist,max-agent-dist,max_queue_len
batch tsp,0.6,-2.0,1662.1999999986333,5170.516270538278,1000,24.584939812641665,5.170516270538278,3.8265517919311076,449.916826091866,449.916826091866,0.449916826091866,449.916826091866,13
batch tsp,0.6,-2.0,1668.6099999986275,5048.460085851786,1000,24.460580622156954,5.048460085851786,3.9399136187529997,444.46866518582954,444.46866518582954,0.44446866518582956,444.46866518582954,15
batch tsp,0.6,-2.0,1759.7199999985446,4124.905102833976,1000,18.862380666067452,4.124905102833976,3.010692324795018,479.1325939357939,479.1325939357939,0.47913259393579394,479.1325939357939,12
batch tsp,0.6,-2.0,1737.1199999985652,4529.034656633345,1000,27.289862697778744,4.529034656633344,3.4821672684693414,462.53121558474845,462.53121558474845,0.46253121558474847,462.53121558474845,13
batch tsp,0.6,-2.0,1691.159999998607,4480.123117761597,1000,18.074440611249713,4.480123117761598,3.2192195190551107,464.07420149331847,464.07420149331847,0.46407420149331846,464.07420149331847,10
batch tsp,0.7,-2.0,1428.1499999988462,8545.481089047751,1000,43.69018104598331,8.545481089047751,6.727915447510049,358.7007989785582,358.7007989785582,0.3587007989785582,358.7007989785582,21
batch tsp,0.7,-2.0,1432.789999998842,8090.05864503177,1000,39.391623090623625,8.09005864503177,5.756430063112201,359.03652085523254,359.03652085523254,0.3590365208552325,359.03652085523254,20
batch tsp,0.7,-2.0,1509.3199999987723,6364.795802444649,1000,26.58348697614042,6.3647958024446485,4.6185520865127,406.42972446206164,406.42972446206164,0.40642972446206166,406.42972446206164,19
batch tsp,0.7,-2.0,1491.1999999987888,7043.443991416341,1000,34.705181502440155,7.043443991416341,5.2044350293189385,385.54814260737754,385.54814260737754,0.3855481426073775,385.54814260737754,18
batch tsp,0.7,-2.0,1450.0299999988263,7334.5355295256995,1000,29.45957737907497,7.3345355295256995,5.094764807935773,384.8330194344339,384.8330194344339,0.3848330194344339,384.8330194344339,16
batch tsp,0.8,-2.0,1257.0599999990018,18758.372202923183,1000,71.18331651161702,18.758372202923184,12.006812401270018,240.30220785142382,240.30220785142382,0.2403022078514238,240.30220785142382,37
batch tsp,0.8,-2.0,1266.799999998993,16381.917564410454,1000,63.7382213918703,16.381917564410454,10.194928282721913,252.79342791583085,252.79342791583085,0.25279342791583087,252.79342791583085,31
batch tsp,0.8,-2.0,1325.4799999989395,12654.996327149443,1000,52.95680621889812,12.654996327149444,8.57433795339613,297.3879682852544,297.3879682852544,0.2973879682852544,297.3879682852544,30
batch tsp,0.8,-2.0,1312.5099999989513,13223.825992499718,1000,45.71401945036041,13.223825992499718,7.759318121705854,280.17575602774855,280.17575602774855,0.2801757560277485,280.17575602774855,23
batch tsp,0.8,-2.0,1282.4199999989787,15804.257338342926,1000,55.49057023597106,15.804257338342927,9.334291985185365,256.37208750154775,256.37208750154775,0.2563720875015478,256.37208750154775,31
batch tsp,0.85,-2.0,1203.2299999990507,31830.42560274636,1000,98.58580011750303,31.83042560274636,19.20686168615861,189.76506761900515,189.76506761900515,0.18976506761900516,189.76506761900515,49
batch tsp,0.85,-2.0,1210.569999999044,25247.308884149796,1000,75.09659618498029,25.247308884149795,15.504275897482973,199.95979896918993,199.95979896918993,0.19995979896918994,199.95979896918993,37
batch tsp,0.85,-2.0,1251.8099999990065,18895.667719671714,1000,62.23572736907988,18.895667719671714,11.57281663444837,239.60911369154636,239.60911369154636,0.23960911369154636,239.60911369154636,33
batch tsp,0.85,-2.0,1242.629999999015,20297.09622823544,1000,58.986471732174095,20.297096228235443,10.598489035049164,222.00202527991647,222.00202527991647,0.22200202527991647,222.00202527991647,32
batch tsp,0.85,-2.0,1226.2499999990298,24737.393965498668,1000,82.4610435602948,24.73739396549867,14.679010712438336,208.42885278127963,208.42885278127963,0.20842885278127962,208.42885278127963,46
