policy,lambda,cost-exponent,sim-time,avg-srv-time,tasks-srvd,max-wait-time,avg-wait-time,wait-sd,total-travel-distance,avg-agent-dist,avg-task-dist,max-agent-dist,max_queue_len
tsp,0.6,-1.0,1662.1999999986333,4816.116270538596,1000,34.38782074090693,4.816116270538596,4.433674052867599,436.05413658086786,436.05413658086786,0.43605413658086783,436.05413658086786,14
tsp,0.6,-1.0,1668.5099999986276,4900.880085851888,1000,35.31395041500025,4.900880085851888,4.926371193029914,429.33733787805244,429.33733787805244,0.42933733787805245,429.33733787805244,15
tsp,0.6,-1.0,1759.7199999985446,3852.745102834223,1000,32.95794422507606,3.852745102834223,3.3985589938950467,462.2815665430551,462.2815665430551,0.4622815665430551,462.2815665430551,13
tsp,0.6,-1.0,1737.5499999985648,4470.794656633343,1000,34.97800021689409,4.470794656633343,4.363164678216903,455.1142000395777,455.1142000395777,0.4551142000395777,455.1142000395777,16
tsp,0.6,-1.0,1691.159999998607,4230.973117761805,1000,37.42969443985976,4.230973117761805,4.00938902093226,451.1007427190923,451.1007427190923,0.4511007427190923,451.1007427190923,13
tsp,0.7,-1.0,1426.169999998848,9723.611089046664,1000,95.92888947297615,9.723611089046665,10.838808579816769,355.9123661501825,355.9123661501825,0.3559123661501825,355.9123661501825,29
tsp,0.7,-1.0,1432.629999998842,8511.768645031385,1000,72.58352166885709,8.511768645031385,8.152395244445126,358.260261948715,358.260261948715,0.358260261948715,358.260261948715,24
tsp,0.7,-1.0,1509.0799999987726,6573.3358024444515,1000,49.96328453203796,6.5733358024444515,6.900438869336883,395.0711326281937,395.0711326281937,0.3950711326281937,395.0711326281937,22
tsp,0.7,-1.0,1490.4199999987895,6803.823991416458,1000,61.075779155976534,6.803823991416458,6.736692713916721,373.70188038743254,373.70188038743254,0.3737018803874325,373.70188038743254,20
tsp,0.7,-1.0,1450.0299999988263,7637.445529525381,1000,85.56839017083416,7.637445529525381,8.073529948811055,372.7393516625166,372.7393516625166,0.3727393516625166,372.7393516625166,23
