policy,lambda,cost-exponent,sim-time,avg-srv-time,tasks-srvd,max-wait-time,avg-wait-time,wait-sd,total-travel-distance,avg-agent-dist,avg-task-dist,max-agent-dist,max_queue_len
weighted tsp,0.6,-4.0,1662.1999999986333,5577.876270537913,1000,19.60379381547341,5.577876270537913,4.169719331989918,460.1749598855789,460.1749598855789,0.46017495988557894,460.1749598855789,15
weighted tsp,0.6,-4.0,1668.5099999986276,5345.680085851509,1000,20.36515260484066,5.345680085851509,3.9867857834347022,453.48322790944104,453.48322790944104,0.45348322790944107,453.48322790944104,15
weighted tsp,0.6,-4.0,1759.7199999985446,4296.545102833848,1000,16.557401472154197,4.296545102833848,3.019623433395059,487.80498024298936,487.80498024298936,0.48780498024298935,487.80498024298936,14
weighted tsp,0.6,-4.0,1737.329999998565,4747.704656633156,1000,18.571045086175218,4.747704656633156,3.4375121617876534,476.0895064982148,476.0895064982148,0.4760895064982148,476.0895064982148,15
weighted tsp,0.6,-4.0,1691.159999998607,4532.223117761545,1000,14.449135698539635,4.532223117761545,3.143666694706307,467.60694525767985,467.60694525767985,0.4676069452576799,467.60694525767985,12
weighted tsp,0.7,-4.0,1427.199999998847,9844.281089046577,1000,32.134900142729975,9.844281089046577,6.95759231660545,378.78504916419195,378.78504916419195,0.3787850491641919,378.78504916419195,25
weighted tsp,0.7,-4.0,1435.959999998839,9586.318645030411,1000,28.67006989279014,9.586318645030412,5.963135867660665,374.9814531849565,374.9814531849565,0.37498145318495646,374.9814531849565,22
weighted tsp,0.7,-4.0,1510.1499999987716,7382.695802443799,1000,25.416619774870128,7.382695802443799,4.958834842556174,417.1732883696802,417.1732883696802,0.4171732883696802,417.1732883696802,21
weighted tsp,0.7,-4.0,1490.929999998789,8037.913991415513,1000,23.91459264260311,8.037913991415513,5.368324511341243,402.16731803145126,402.16731803145126,0.4021673180314513,402.16731803145126,20
weighted tsp,0.7,-4.0,1450.0299999988263,8081.805529525056,1000,24.25263050489957,8.081805529525056,5.3013970940202535,392.41073497147045,392.41073497147045,0.39241073497147044,392.41073497147045,20
weighted tsp,0.8,-4.0,1293.3299999989688,33729.662202909625,1000,62.865823900584815,33.72966220290962,18.026400324592167,278.2810092737462,278.2810092737462,0.27828100927374616,278.2810092737462,49
weighted tsp,0.8,-4.0,1292.5999999989695,27028.527564400873,1000,53.830721162941245,27.02852756440087,14.787707304716815,280.0928643355099,280.0928643355099,0.2800928643355099,280.0928643355099,42
weighted tsp,0.8,-4.0,1332.709999998933,21058.276327142048,1000,45.40655162806638,21.05827632714205,10.731545659858742,317.38658558154026,317.38658558154026,0.31738658558154026,317.38658558154026,35
weighted tsp,0.8,-4.0,1320.4099999989442,19778.86599249377,1000,38.473698185568765,19.77886599249377,7.791661495389947,299.3273620534895,299.3273620534895,0.2993273620534895,299.3273620534895,30
weighted tsp,0.8,-4.0,1309.8599999989538,27164.717338332735,1000,56.57552172431883,27.164717338332736,13.808151527105478,290.8891179408476,290.8891179408476,0.2908891179408476,290.8891179408476,48
